FeatureCode,DateCode,Measurement,Units,Value,Region of Residence,Breakdown of Domestic Tourism
S12000049,2017-2019,Count,Thousand Nights,3602,All of GB,Nights
S12000049,2009-2011,Count,Thousand Visits,573,Scotland,Visits
S12000049,2011-2013,Count,Thousand Nights,3852,All of GB,Nights
S12000049,2015-2017,Count,Thousand Nights,1117,Scotland,Nights
S12000049,2015-2017,Count,Thousand Visits,1599,All of GB,Visits
S12000049,2014-2016,Count,million pounds (GBP),122,Scotland,Expenditure
S12000049,2015-2017,Count,Thousand Nights,3786,All of GB,Nights
S12000049,2011-2013,Count,Thousand Visits,976,England,Visits
S12000049,2017-2019,Count,million pounds (GBP),120,Scotland,Expenditure
S12000049,2017-2019,Count,Thousand Nights,2325,England,Nights
S12000049,2016-2018,Count,Thousand Nights,3600,All of GB,Nights
S12000049,2016-2018,Count,Thousand Nights,2416,England,Nights
S12000049,2013-2015,Count,Thousand Visits,627,Scotland,Visits
S12000049,2010-2012,Count,Thousand Visits,1085,England,Visits
S12000049,2015-2017,Count,million pounds (GBP),261,England,Expenditure
S12000049,2010-2012,Count,Thousand Nights,2875,England,Nights
S12000049,2016-2018,Count,Thousand Visits,566,Scotland,Visits
S12000049,2012-2014,Count,Thousand Visits,1051,England,Visits
S12000049,2013-2015,Count,million pounds (GBP),118,Scotland,Expenditure
S12000049,2012-2014,Count,Thousand Visits,1727,All of GB,Visits
S12000049,2011-2013,Count,million pounds (GBP),324,All of GB,Expenditure
S12000049,2009-2011,Count,Thousand Visits,1028,England,Visits
S12000049,2016-2018,Count,Thousand Visits,960,England,Visits
S12000049,2010-2012,Count,Thousand Visits,1692,All of GB,Visits
S12000049,2015-2017,Count,Thousand Visits,580,Scotland,Visits
S12000049,2015-2017,Count,Thousand Visits,979,England,Visits
S12000049,2017-2019,Count,million pounds (GBP),241,England,Expenditure
S12000049,2009-2011,Count,million pounds (GBP),240,England,Expenditure
S12000049,2013-2015,Count,Thousand Visits,990,England,Visits
S12000049,2010-2012,Count,million pounds (GBP),90,Scotland,Expenditure
S12000049,2009-2011,Count,million pounds (GBP),90,Scotland,Expenditure
S12000049,2015-2017,Count,million pounds (GBP),116,Scotland,Expenditure
S12000049,2011-2013,Count,Thousand Nights,2725,England,Nights
S12000049,2009-2011,Count,million pounds (GBP),341,All of GB,Expenditure
S12000049,2013-2015,Count,million pounds (GBP),242,England,Expenditure
S12000049,2011-2013,Count,Thousand Visits,590,Scotland,Visits
S12000049,2013-2015,Count,Thousand Visits,1682,All of GB,Visits
S12000049,2012-2014,Count,million pounds (GBP),219,England,Expenditure
S12000049,2017-2019,Count,Thousand Visits,1577,All of GB,Visits
S12000049,2017-2019,Count,Thousand Visits,946,England,Visits
S12000049,2016-2018,Count,Thousand Visits,1556,All of GB,Visits
S12000049,2013-2015,Count,million pounds (GBP),373,All of GB,Expenditure
S12000049,2017-2019,Count,million pounds (GBP),364,All of GB,Expenditure
S12000049,2016-2018,Count,million pounds (GBP),115,Scotland,Expenditure
S12000049,2014-2016,Count,million pounds (GBP),267,England,Expenditure
S12000049,2014-2016,Count,Thousand Visits,1767,All of GB,Visits
S12000049,2011-2013,Count,million pounds (GBP),211,England,Expenditure
S12000049,2014-2016,Count,million pounds (GBP),406,All of GB,Expenditure
S12000049,2014-2016,Count,Thousand Visits,1025,England,Visits
S12000049,2010-2012,Count,Thousand Visits,572,Scotland,Visits
S12000049,2010-2012,Count,million pounds (GBP),342,All of GB,Expenditure
S12000049,2012-2014,Count,million pounds (GBP),343,All of GB,Expenditure
S12000049,2016-2018,Count,million pounds (GBP),237,England,Expenditure
S12000049,2013-2015,Count,Thousand Nights,2920,England,Nights
S12000049,2012-2014,Count,Thousand Nights,1206,Scotland,Nights
S12000049,2017-2019,Count,Thousand Visits,614,Scotland,Visits
S12000049,2011-2013,Count,Thousand Nights,1052,Scotland,Nights
S12000049,2009-2011,Count,Thousand Nights,974,Scotland,Nights
S12000049,2014-2016,Count,Thousand Nights,2895,England,Nights
S12000049,2009-2011,Count,Thousand Nights,2833,England,Nights
S12000049,2011-2013,Count,million pounds (GBP),103,Scotland,Expenditure
S12000049,2014-2016,Count,Thousand Nights,4324,All of GB,Nights
S12000049,2010-2012,Count,million pounds (GBP),242,England,Expenditure
S12000049,2015-2017,Count,Thousand Nights,2567,England,Nights
S12000049,2011-2013,Count,Thousand Visits,1594,All of GB,Visits
S12000049,2015-2017,Count,million pounds (GBP),388,All of GB,Expenditure
S12000049,2012-2014,Count,Thousand Visits,611,Scotland,Visits
S12000049,2010-2012,Count,Thousand Nights,955,Scotland,Nights
S12000049,2016-2018,Count,Thousand Nights,1091,Scotland,Nights
S12000050,2017-2019,Count,million pounds (GBP),5,Scotland,Expenditure
S12000050,2011-2013,Count,Thousand Visits,130,England,Visits
S12000050,2014-2016,Count,Thousand Nights,283,All of GB,Nights
S12000050,2009-2011,Count,Thousand Nights,293,England,Nights
S12000050,2014-2016,Count,Thousand Visits,119,All of GB,Visits
S12000050,2016-2018,Count,Thousand Visits,84,All of GB,Visits
S12000050,2010-2012,Count,million pounds (GBP),44,All of GB,Expenditure
S12000050,2012-2014,Count,Thousand Nights,414,All of GB,Nights
S12000050,2011-2013,Count,million pounds (GBP),28,England,Expenditure
S12000050,2014-2016,Count,million pounds (GBP),17,All of GB,Expenditure
S12000050,2013-2015,Count,Thousand Nights,264,England,Nights
S12000050,2013-2015,Count,million pounds (GBP),19,All of GB,Expenditure
S12000050,2010-2012,Count,Thousand Visits,81,Scotland,Visits
S12000050,2012-2014,Count,million pounds (GBP),23,All of GB,Expenditure
S12000050,2009-2011,Count,Thousand Visits,74,Scotland,Visits
S12000050,2014-2016,Count,million pounds (GBP),12,England,Expenditure
S12000050,2011-2013,Count,Thousand Nights,389,England,Nights
S12000050,2010-2012,Count,million pounds (GBP),30,England,Expenditure
S12000050,2013-2015,Count,million pounds (GBP),13,England,Expenditure
S12000050,2011-2013,Count,million pounds (GBP),5,Scotland,Expenditure
S12000050,2013-2015,Count,Thousand Visits,139,All of GB,Visits
S12000050,2010-2012,Count,Thousand Nights,735,All of GB,Nights
S12000050,2010-2012,Count,million pounds (GBP),14,Scotland,Expenditure
S12000050,2017-2019,Count,million pounds (GBP),21,All of GB,Expenditure
S12000050,2016-2018,Count,million pounds (GBP),2,Scotland,Expenditure
S12000050,2013-2015,Count,Thousand Nights,94,Scotland,Nights
S12000050,2016-2018,Count,Thousand Nights,143,England,Nights
S12000050,2016-2018,Count,million pounds (GBP),16,All of GB,Expenditure
S12000050,2013-2015,Count,Thousand Visits,46,Scotland,Visits
S12000050,2015-2017,Count,Thousand Visits,95,All of GB,Visits
S12000050,2014-2016,Count,Thousand Visits,58,England,Visits
S12000050,2012-2014,Count,Thousand Visits,154,All of GB,Visits
S12000050,2012-2014,Count,Thousand Nights,283,England,Nights
S12000050,2011-2013,Count,Thousand Visits,55,Scotland,Visits
S12000050,2009-2011,Count,million pounds (GBP),37,All of GB,Expenditure
S12000050,2014-2016,Count,Thousand Nights,194,England,Nights
S12000050,2009-2011,Count,Thousand Visits,188,All of GB,Visits
S12000050,2012-2014,Count,Thousand Nights,102,Scotland,Nights
S12000050,2017-2019,Count,Thousand Nights,362,All of GB,Nights
S12000050,2016-2018,Count,Thousand Visits,55,England,Visits
S12000050,2016-2018,Count,Thousand Nights,179,All of GB,Nights
S12000050,2012-2014,Count,Thousand Visits,78,England,Visits
S12000050,2010-2012,Count,Thousand Visits,216,All of GB,Visits
S12000050,2015-2017,Count,Thousand Nights,239,All of GB,Nights
S12000050,2017-2019,Count,Thousand Visits,39,Scotland,Visits
S12000050,2016-2018,Count,Thousand Visits,28,Scotland,Visits
S12000050,2015-2017,Count,Thousand Visits,29,Scotland,Visits
S12000050,2011-2013,Count,Thousand Nights,135,Scotland,Nights
S12000050,2017-2019,Count,Thousand Nights,168,Scotland,Nights
S12000050,2011-2013,Count,Thousand Visits,185,All of GB,Visits
S12000050,2015-2017,Count,million pounds (GBP),3,Scotland,Expenditure
S12000050,2009-2011,Count,Thousand Nights,347,Scotland,Nights
S12000050,2012-2014,Count,Thousand Visits,47,Scotland,Visits
S12000050,2009-2011,Count,million pounds (GBP),25,England,Expenditure
S12000050,2015-2017,Count,Thousand Nights,44,Scotland,Nights
S12000050,2015-2017,Count,million pounds (GBP),15,All of GB,Expenditure
S12000050,2013-2015,Count,million pounds (GBP),4,Scotland,Expenditure
S12000050,2010-2012,Count,Thousand Visits,135,England,Visits
S12000050,2012-2014,Count,million pounds (GBP),4,Scotland,Expenditure
S12000050,2014-2016,Count,Thousand Nights,60,Scotland,Nights
S12000050,2011-2013,Count,Thousand Nights,524,All of GB,Nights
S12000050,2014-2016,Count,million pounds (GBP),3,Scotland,Expenditure
S12000050,2017-2019,Count,million pounds (GBP),16,England,Expenditure
S12000050,2015-2017,Count,Thousand Nights,196,England,Nights
S12000050,2011-2013,Count,million pounds (GBP),32,All of GB,Expenditure
S12000050,2017-2019,Count,Thousand Visits,62,England,Visits
S12000050,2010-2012,Count,Thousand Nights,371,England,Nights
S12000050,2009-2011,Count,million pounds (GBP),13,Scotland,Expenditure
S12000050,2016-2018,Count,million pounds (GBP),14,England,Expenditure
S12000050,2013-2015,Count,Thousand Nights,387,All of GB,Nights
S12000050,2017-2019,Count,Thousand Visits,101,All of GB,Visits
S12000050,2014-2016,Count,Thousand Visits,33,Scotland,Visits
S12000050,2013-2015,Count,Thousand Visits,64,England,Visits
S12000050,2015-2017,Count,Thousand Visits,65,England,Visits
S12000050,2016-2018,Count,Thousand Nights,36,Scotland,Nights
S12000050,2017-2019,Count,Thousand Nights,194,England,Nights
S12000050,2012-2014,Count,million pounds (GBP),18,England,Expenditure
S12000050,2009-2011,Count,Thousand Visits,113,England,Visits
S12000050,2009-2011,Count,Thousand Nights,640,All of GB,Nights
S12000050,2015-2017,Count,million pounds (GBP),12,England,Expenditure
S12000050,2010-2012,Count,Thousand Nights,364,Scotland,Nights
